2017-06-15 17:30:02|http://www.books.com.tw/13071.html|Mozilla/5.0 (Linux; U; Android 2.3.3; de-ch; HTC Desire Build/FRF91) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|15810695-9b4f-47d0-86d3-60b3244d069f
2017-06-15 17:30:02|http://www.books.com.tw/15227.html|Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0|129a5bb6-28b7-11e7-93ae-92361f002671
2017-06-15 17:30:02|http://www.books.com.tw/11406.html|Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; sv-se) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27|c1b7b656-92da-44cc-91f1-ca23a0eeaa30
2017-06-15 17:30:02|http://www.books.com.tw/4584.html|Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20130331 Firefox/21.0|129953c4-28b7-11e7-93ae-92361f002671
2017-06-15 17:30:02|http://www.books.com.tw/15325.html|Mozilla/5.0 (Windows; U; Windows NT 6.1; ko-KR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27|129a10c0-28b7-11e7-93ae-92361f002671
2017-06-15 17:30:02|http://www.books.com.tw/9767.html|Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; es-es) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27|012d9964-aff9-44c0-aff3-e5986753f229
2017-06-15 17:30:02|http://www.books.com.tw/2149.html|Mozilla/5.0 (Linux; U; Android 4.0.3; de-ch; HTC Sensation Build/IML74K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30|09ed651f-ff7a-48f1-8f6c-6b810d29f218
2017-06-15 17:30:02|http://www.books.com.tw/999.html|Mozilla/5.0 (Linux; U; Android 2.2; fr-lu; HTC Legend Build/FRF91) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|f6dfe735-8b9f-41d8-9693-62359ef61f0c
2017-06-15 17:30:02|http://www.books.com.tw/2128.html|Mozilla/5.0 (Linux; U; Android 4.0.3; de-ch; HTC Sensation Build/IML74K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30|548398e4-120f-428b-a662-6303ec001c13
2017-06-15 17:30:02|http://www.books.com.tw/4670.html|Mozilla/5.0 (Linux; U; Android 2.3.3; de-ch; HTC Desire Build/FRF91) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|91c8c373-7355-4483-93ea-ba37c9d4fec6
